-6.461378930338668169e-01,-6.352599263191223145e-01
-4.256389546078195862e-01,-3.709951043128967285e-01
-2.845300364121904416e-02,-1.736136153340339661e-02
1.449203767527373066e-01,2.261007279157638550e-01
-1.005706432353190433e-01,-4.636849835515022278e-02
-4.900635089645697384e-01,-5.392552614212036133e-01
-7.978550730333944241e-01,-8.957739472389221191e-01
-1.107603065034965972e+00,-1.171225786209106445e+00
-1.416038179009574405e+00,-1.395802497863769531e+00
-1.608184470551406564e+00,-1.648622512817382812e+00
-1.479825246050503473e+00,-1.406233191490173340e+00
-1.103589451305565072e+00,-1.081997871398925781e+00
-1.957433704732303714e-01,-2.442919313907623291e-01
-3.897785277550869787e-01,-3.556263744831085205e-01
-9.512327303781555887e-01,-9.940344691276550293e-01
-1.344834217226470896e+00,-1.413259625434875488e+00
-1.551727930250517584e+00,-1.625442981719970703e+00
-1.359188550062976120e+00,-1.310951590538024902e+00
-5.860670104665770541e-01,-6.614769101142883301e-01
-7.693049831843900010e-01,-7.047629356384277344e-01
-6.647762905971031921e-01,-6.930620074272155762e-01
-6.579147587736753344e-01,-6.879341602325439453e-01
-5.734804380783942168e-01,-6.084392070770263672e-01
-2.084782166333197795e-01,-2.397309243679046631e-01
3.642170884823753285e-01,3.528066575527191162e-01
9.156596107203733848e-01,7.907505035400390625e-01
1.715341104707341691e+00,1.653384923934936523e+00
2.383238866048504878e+00,2.335878372192382812e+00
2.328715863960148180e+00,2.307044744491577148e+00
1.652111739340291985e+00,1.738071680068969727e+00
9.910664089977168079e-01,1.054004311561584473e+00
3.257749809742013780e-01,4.838481545448303223e-01
2.106438902156560211e-01,3.674763441085815430e-01
8.320641811083717698e-02,1.116987019777297974e-01
1.860939458078385011e-01,1.188724040985107422e-01
2.866772559045852042e-01,2.042910009622573853e-01
2.713585448226448760e-01,1.560415923595428467e-01
-2.045541237863840733e-01,-2.409589588642120361e-01
-7.909389407491635993e-01,-7.737017273902893066e-01
-9.539613877465349390e-01,-9.768684506416320801e-01
-1.058078220616308851e+00,-1.029866099357604980e+00
-1.038490540310633703e+00,-1.070444703102111816e+00
-1.098507475563268665e+00,-1.082849025726318359e+00
-1.224954986788774347e+00,-1.202518939971923828e+00
-1.173827528712366064e+00,-1.011602520942687988e+00
-5.527550761078643404e-01,-4.681202471256256104e-01
4.754344279818121244e-01,4.369712173938751221e-01
9.857038804836479873e-01,9.280518293380737305e-01
1.100457171180316163e+00,1.130395174026489258e+00
1.174670632195696562e+00,1.236104130744934082e+00
7.784601690404924224e-01,7.966265082359313965e-01
3.481648301596425021e-01,3.344276845455169678e-01
-1.827986357541058204e-01,-1.536485701799392700e-01
-5.376584401831145943e-01,-4.452762305736541748e-01
-7.648158541877139172e-01,-7.044329047203063965e-01
