epoch,R2,RMSPE,RRSE,loss,mean_absolute_percentage_error,val_R2,val_RMSPE,val_RRSE,val_loss,val_mean_absolute_percentage_error
0,0.76207928112995482,344.50597630253543,0.62489440985667855,0.40613584260881685,498.38396161868246,0.75802273485395644,157.60035095214843,0.54234366284476387,0.30404128763410782,360.6346394856771
1,0.86809026061752692,359.66992135695472,0.45995610268027692,0.21299326092372706,385.98107371389131,0.81370678742726643,355.06267768012151,0.46056717236836753,0.21984215908580357,426.59535386827258
2,0.90339895560417649,174.75312017746913,0.38718802134195962,0.15130647122859955,271.37798710575811,0.83800464603636005,299.22334586249457,0.40906862484084233,0.17348944379223719,381.99147271050344
3,0.92399930600766778,203.26565806541913,0.34218135328940402,0.11796998629967372,260.81434216911413,0.87527871264351742,470.46534762912324,0.37067703074879116,0.14268690347671509,422.62687038845485
4,0.93661749377662751,125.74102534541377,0.30916135966041941,0.097534976053385083,210.91309324664834,0.90118420786327791,557.35200280083552,0.33635639680756463,0.11777352790037791,475.48303493923612
5,0.94488050864066608,123.17448365482284,0.28887063949196429,0.084613420271579129,202.15796975971739,0.89334791766272648,363.96643600463869,0.32634102967050338,0.11077155719200769,372.63468458387587
6,0.95036309015603715,174.81859235410337,0.26941889620121612,0.073964706284028514,215.20942164291571,0.93369590971204974,411.55398449367948,0.29607508977254232,0.091700642804304761,336.29113125271266
7,0.95662948879194853,182.35661341349285,0.25515803871331394,0.06647650253625563,215.13575134277343,0.92581338485081988,524.29109242757158,0.28465315964486865,0.084815915094481581,343.27453884548612
8,0.95862947879014193,125.28246033279984,0.24438686764534609,0.060474870455117874,179.55668749397185,0.93571324480904472,1050.0030849880643,0.26949943635198803,0.075959017541673446,548.336036851671
9,0.96105733550625083,147.64601980138707,0.23482455132920066,0.056000473929776085,190.85102361985196,0.94779245058695472,295.58088183932836,0.25925713777542114,0.070292036566469401,279.22564731174043
10,0.96455081509955132,236.29497073138202,0.22241502371099259,0.05132475071299223,224.61591465326003,0.96843226353327438,416.81068755255808,0.24466287361250982,0.062986481603648933,332.28078715006512
11,0.96722253340261954,153.42779564563139,0.21497201091713375,0.047834146041193126,182.08395461094233,0.98371863497628109,477.41447007921005,0.2372169958220588,0.05901181168026394,320.78936326768661
12,0.97032469511032104,168.03975344057437,0.20587731158291853,0.044034604801807875,190.1092598243996,0.96267916229036121,103.3462668524848,0.23392914467387729,0.057189661098851097,182.86282585991754
13,0.96966412302888472,124.36177353564604,0.20211127135488721,0.041671561656726731,155.82078657738955,0.97137269046571517,204.32192823621961,0.22620757586426204,0.053693559103541906,212.44630330403646
14,0.97174244589275782,92.784663678392945,0.19611037815058674,0.039414905397980302,149.9783142466604,0.95446633100509648,224.54540320502386,0.22595268819067213,0.053522391948435041,250.46449788411459
15,0.97310983781461358,154.35441028453687,0.19530669597931849,0.038661452962292564,177.06709606029369,0.94038076930575898,129.98359358045789,0.22776901059680515,0.054198315408494735,196.21085137261284
16,0.9726844699294479,144.5124555705506,0.19412923793733855,0.038797878846526149,176.14387171239028,0.96199159357282849,248.43745574951171,0.21847895085811614,0.049996539122528501,253.11464402940538
17,0.97452646802972864,139.11073069160366,0.1897837800744139,0.03708265326273294,163.85313270474657,0.98847454124026823,314.60298546685112,0.21647701991928947,0.049047120908896132,291.7906287299262
18,0.97630216781003976,89.728335721993147,0.18244253496328991,0.034120352377678138,137.50389242289978,0.96203939649793835,192.44481302897137,0.20532831185393863,0.044176539116435584,203.12655656602647
19,0.9767106753808481,94.864326371086975,0.17676498959829778,0.032326715411963289,141.30761545440296,0.96407164070341322,155.34587186177572,0.2027939948770735,0.043084117935763465,199.41549326578777
20,0.97739988845071679,113.86910777150848,0.17390717981774129,0.030868377095019377,150.9455485779562,0.9907723214891222,115.64064153035481,0.2006416635380851,0.042099082966645558,185.19366353352865
21,0.97780532086337058,112.22562784265588,0.17062474437701849,0.029615198646062685,146.6750816439405,0.97971361478169761,161.6782231648763,0.19905979302194382,0.041689726627535291,196.11035597059461
22,0.97907197828646064,87.7269568313787,0.1699403198780837,0.029740514569444421,137.2508551515179,0.98376336627536354,255.76930181715224,0.20142076181040869,0.043086035715209116,214.98884412977429
23,0.9794452387609599,78.139659580183618,0.1675365569046986,0.028592653480576879,128.63335900954257,0.96521873076756792,309.65344865587025,0.19491735994815826,0.039779327561457953,271.82018483479817
24,0.98090810437261322,84.586078511932755,0.16534948569756966,0.028189321726928524,135.4885095666956,0.99027469423082137,318.12472351921929,0.19014665020836724,0.037910894552866621,260.9289560953776
25,0.98129122757617337,87.564513053423099,0.16435110797116786,0.027623297623646112,133.34945576985677,0.99082613786061602,185.96239153544107,0.19179321097003088,0.038513536916838752,203.77508985731336
26,0.98166410864135367,94.312383648201276,0.16008761521474815,0.026169381391854932,134.96307109314719,1.0112989743550618,189.16422882080079,0.18835472530788847,0.03717081132862303,196.11093902587891
27,0.98210214082105662,69.540638563368049,0.15498841132646726,0.024621604410586535,118.86174092233917,1.0018345329496596,114.03071543375651,0.18017429014046987,0.033996267865101494,152.99547865125868
28,0.98303720347675272,62.572843751789613,0.15045839761510307,0.023388950913040725,111.76208407555097,0.97938349776797828,193.92763264973959,0.17683521707852681,0.032776382482714125,180.39434373643664
29,0.98356982896357403,169.17796766257581,0.14837074743376838,0.022528679993141582,163.07399258083768,0.95928862624698219,131.92227071126302,0.1767677062087589,0.032788009030951394,167.99791819254557
30,0.98351947643138748,67.695470108220604,0.14877929008669324,0.022576091852453021,115.06274142795139,0.99056614107555818,180.18961351182725,0.17198159562216864,0.031055619857377478,184.98937920464411
