epoch,R2,RMSPE,RRSE,loss,mean_absolute_percentage_error,val_R2,val_RMSPE,val_RRSE,val_loss,val_mean_absolute_percentage_error
0,0.46605453182149814,389.50692696277008,0.88389910591973198,0.78938677899631449,850.7282148196374,0.56126133733325534,419.44779188368057,0.81784215635723534,0.66798128419452241,881.15881483289934
1,0.61013584401872423,282.77588704427086,0.75567885534262946,0.57372635912012171,738.26476297260797,0.69341894255744085,207.93493991427951,0.73352698352601797,0.53733355866538157,774.15630832248269
2,0.69685379502214029,329.56013488769531,0.6734838005937176,0.45746894817293426,706.23134946469906,0.74561145438088317,298.03633117675781,0.66218818823496506,0.43797941075430974,738.29927435980903
3,0.75009770923190644,306.52993819625289,0.60620624136041712,0.37225664213851645,652.13698504412616,0.8176421695285373,198.76665412055121,0.61585172944598732,0.37879094547695585,659.05724012586802
4,0.7868376628852185,270.92152790964383,0.55889573833088813,0.31691256607020341,601.64090892650461,0.84430971145629885,359.05726725260416,0.57435847388373484,0.32963202529483371,714.85081922743052
5,0.81551440630430061,267.43340126320169,0.52226124163027166,0.27621442741817898,574.45854009934419,0.87737742794884577,307.97613796657987,0.5504395908779568,0.30258010890748765,650.73627522786455
6,0.830712773034602,297.0462038770134,0.49859258260255979,0.25127243752832767,579.64451738522382,0.87155717213948569,247.38032430013021,0.52674416965908477,0.27714875009324813,612.70341932508677
7,0.84845396471612244,216.70444742838541,0.46995907845320523,0.22518331231894317,518.1078524365837,0.8721495257483588,479.3603576660156,0.50212741957770457,0.2518377641836802,673.5803304036458
8,0.85947166033733036,250.35252751479914,0.45151428720097481,0.20709352511682627,530.26760781370558,0.88622239563200211,285.16337110731337,0.48989354636934068,0.2397527151637607,567.34849175347222
9,0.87062654083157764,210.94989345220873,0.43437440218748868,0.19192921655413545,489.91216317635997,0.87657150559955177,352.80598415798613,0.4716298474205865,0.22221423519982231,577.47987196180554
10,0.87557808352105415,190.87801136911651,0.41960498639094979,0.17849111483420854,465.79384192949459,0.90812283356984458,186.68000013563369,0.46228889889187286,0.21351512736744352,541.55557725694439
11,0.88624753554662072,237.90887081946855,0.40353370286800244,0.16559533403243548,481.59410882643709,0.91907553937700059,240.5945088704427,0.44494679835107592,0.197760718398624,521.27547471788193
12,0.89409600040059034,192.54567138295116,0.39394014588108767,0.1576675746543908,450.5349060058594,0.91882696946461995,172.40056050618489,0.43885110749138728,0.19235701494746738,516.24457058376731
13,0.89828417124571625,140.69692460048347,0.37988745842450933,0.14803429810721197,415.21046278211804,0.90480661789576211,358.17925516764325,0.42689675026469759,0.182058385014534,553.34069146050342
14,0.90391470605944413,157.935797731376,0.37078544497489929,0.14046869300029896,420.91009905779805,0.91721731159422137,154.32919108072917,0.42378608650631377,0.17929249968793656,483.6129191080729
15,0.90741580739433381,192.43707079475308,0.36163778489018666,0.13428760487356303,428.21626586914061,0.94070503844155207,229.86158277723524,0.41825517680909896,0.17464729415045843,506.73025716145833
16,0.91359703599670783,191.57216612262491,0.35884358434029567,0.13181813763983455,435.10344780815973,0.93431335820092098,114.63382805718317,0.40912406047185262,0.16710319717725117,432.12478298611109
17,0.91364002566278713,184.18247618498626,0.35198680905648222,0.126338803584193,419.05989327136382,0.92557769881354435,606.6800431993272,0.40728891558117336,0.16563815573851268,635.29840901692705
18,0.91676887465112,178.72399879738137,0.34406015828803732,0.12049167262919155,420.56429759837965,0.91641052034166126,344.43913099500867,0.39895422127511765,0.15895802511109247,516.62901475694446
