5.000000000000000278e-02  2.500000000000000139e-02  3.896288468260636506e+01  6.089293913198960517e+00  6.971531757146566255e-01  1.580794639968059911e+00  -2.022016455313199734e-02  8.879298511317732512e-01  3.537308120727539062e+01  5.612165451049804688e+00  7.451518774032592773e-01  2.261110544204711914e+00  1.680438667535781860e-01  4.908822059631347656e+00
5.000000000000000278e-02  5.000000000000000278e-02  2.744148667322898305e+01  3.687085102035946083e+00  1.232864336762350688e-01  9.660046464376785824e-01  8.264021016291776822e-02  1.205239162624664129e+00  2.307345199584960938e+01  3.176350116729736328e+00  1.267796307802200317e-01  2.067703962326049805e+00  -3.062346577644348145e-02  4.483581542968750000e+00
5.000000000000000278e-02  7.500000000000001110e-02  2.744882722406400433e+01  2.712318915423032273e+00  -8.281589657367431911e-01  7.625134647680216204e-01  1.874502776889825084e-01  1.550292185827342184e+00  2.556783676147460938e+01  2.871244907379150391e+00  -1.144419789314270020e+00  2.166671514511108398e+00  1.371008306741714478e-01  5.079821109771728516e+00
5.000000000000000278e-02  1.000000000000000056e-01  2.984936800978114846e+01  1.611438747621442458e+00  -1.335652090081761001e+00  5.661308924863114322e-01  3.225025637982073534e-01  1.914001561215412428e+00  2.618292045593261719e+01  1.439791679382324219e+00  -1.686454057693481445e+00  2.205974340438842773e+00  -9.412015229463577271e-02  4.731156349182128906e+00
5.000000000000000278e-02  1.250000000000000000e-01  3.030348029452041558e+01  1.481671750120242992e+00  -6.544068018683245613e-01  6.703524405969172317e-01  5.379569498075648104e-01  1.800521915635110215e+00  2.872621536254882812e+01  6.735548973083496094e-01  -2.953505814075469971e-01  2.295137882232666016e+00  2.556953728199005127e-01  4.969884872436523438e+00
5.000000000000000278e-02  1.500000000000000222e-01  3.912064449730029025e+01  3.222564963224094026e+00  5.191326849157213985e-01  8.482169975876621137e-01  6.701321006503081490e-01  2.358854886738022127e+00  4.355775451660156250e+01  2.961097240447998047e+00  1.327086329460144043e+00  2.307716608047485352e+00  -4.285435378551483154e-02  5.993875503540039062e+00
5.000000000000000278e-02  1.750000000000000167e-01  4.864912287198866636e+01  5.302455609367027201e+00  4.968407478449250458e-01  1.167763513020011690e+00  7.818552809746697196e-01  3.090476211812085872e+00  4.648303222656250000e+01  5.269639015197753906e+00  4.209143817424774170e-01  2.722431659698486328e+00  9.831099212169647217e-02  5.452463150024414062e+00
5.000000000000000278e-02  2.000000000000000111e-01  5.004694776564647896e+01  6.687922444604371464e+00  6.872706634254311941e-01  1.412602960935818164e+00  8.328910274278068515e-01  3.242602124511353878e+00  4.610287475585937500e+01  6.130679130554199219e+00  3.116039931774139404e-01  1.870253205299377441e+00  -9.609011560678482056e-02  5.101576805114746094e+00
5.000000000000000278e-02  2.250000000000000056e-01  4.683235320464943641e+01  6.641506356699111713e+00  2.428551624094709815e+00  1.399163785318628062e+00  6.025919817608280660e-01  1.936296010527495337e+00  4.599823379516601562e+01  6.245014190673828125e+00  2.734666109085083008e+00  2.318345069885253906e+00  3.725524246692657471e-01  3.796673774719238281e+00
5.000000000000000278e-02  2.500000000000000000e-01  5.005358206332737581e+01  5.434336920953922956e+00  5.247120774351452965e+00  1.158298405847104418e+00  4.075578540238267156e-01  1.792902981910626359e+00  4.679063034057617188e+01  5.485874176025390625e+00  5.271317958831787109e+00  2.148977041244506836e+00  -2.219655811786651611e-01  3.689634561538696289e+00
