1.225878426790784070e+00,1.478575348854064941e+00
1.123681916350843357e+00,1.422414064407348633e+00
9.702845890751409241e-01,1.344425201416015625e+00
9.443777118268430470e-01,1.315129518508911133e+00
9.739917845342196401e-01,1.243289232254028320e+00
1.063311552526568393e+00,1.320289611816406250e+00
1.174648021043089852e+00,1.261208295822143555e+00
1.297886568041362043e+00,1.126421689987182617e+00
1.312654387669290657e+00,9.701895713806152344e-01
1.088421603107142088e+00,7.727348804473876953e-01
9.103947535533097879e-01,8.004123568534851074e-01
1.054203468381895936e+00,9.751152992248535156e-01
1.180379798703583560e+00,1.349830746650695801e+00
1.090566113683886229e+00,1.505697488784790039e+00
1.030011141337618508e+00,1.452117204666137695e+00
1.097619590352774566e+00,1.310881853103637695e+00
1.297615819079323884e+00,1.199866771697998047e+00
1.485855920014126585e+00,1.325452566146850586e+00
1.583469329149192362e+00,1.293565869331359863e+00
1.605611962750832289e+00,1.340436458587646484e+00
1.597424096515974279e+00,1.378345012664794922e+00
1.601372853056582279e+00,1.403216123580932617e+00
1.708547178607209283e+00,1.433795094490051270e+00
1.851190737989401480e+00,1.586144208908081055e+00
1.770121704350831937e+00,1.565952539443969727e+00
1.448627234955961685e+00,1.517318010330200195e+00
1.252262877182380496e+00,1.395346999168395996e+00
1.099150897014440575e+00,1.232290387153625488e+00
9.854207716086588187e-01,9.978880882263183594e-01
9.394050251198248214e-01,7.701579332351684570e-01
9.355723230353538700e-01,7.463154792785644531e-01
9.593034481502812350e-01,7.864702939987182617e-01
1.022893583091816661e+00,8.123444318771362305e-01
1.169390075554626707e+00,7.554936408996582031e-01
1.363837198264395312e+00,9.762476682662963867e-01
1.531759315806361377e+00,1.181066989898681641e+00
1.379001492232961423e+00,1.203292250633239746e+00
1.032080052464222186e+00,1.263335347175598145e+00
8.798578275261880188e-01,1.263251304626464844e+00
8.998238578042321301e-01,1.257283449172973633e+00
9.732534451728117597e-01,1.201223015785217285e+00
1.148495991191128329e+00,1.386570096015930176e+00
1.500569374235605213e+00,1.437024235725402832e+00
1.911534323336725905e+00,1.435947895050048828e+00
2.298181536989107432e+00,1.227503776550292969e+00
2.488167542249007713e+00,1.327453494071960449e+00
2.450242277020408199e+00,1.372485160827636719e+00
2.339169983173933431e+00,1.322389841079711914e+00
2.242935184563642270e+00,1.258782744407653809e+00
2.186057448791300040e+00,1.239352107048034668e+00
2.194675862864343241e+00,1.141658186912536621e+00
2.162644223989935721e+00,1.004499077796936035e+00
2.037915028823061636e+00,9.531569480895996094e-01
1.843401746202509628e+00,9.398915767669677734e-01
1.595611222549420782e+00,9.870377779006958008e-01
1.365199816219342832e+00,1.073271751403808594e+00
1.110652845246167919e+00,1.232925415039062500e+00
1.074939677944486416e+00,1.172976255416870117e+00
1.076441188593280529e+00,1.143286585807800293e+00
1.089254918481785017e+00,1.052345514297485352e+00
1.087844357104734261e+00,1.096335887908935547e+00
1.034159431627574399e+00,1.230163455009460449e+00
1.129942947249765961e+00,1.217710494995117188e+00
1.268586497151116044e+00,1.221731543540954590e+00
1.158023281103353730e+00,1.277932047843933105e+00
1.094472750672811134e+00,1.279680848121643066e+00
9.411687247291384839e-01,1.266358613967895508e+00
9.071544019744480769e-01,1.269420027732849121e+00
9.936559394044981453e-01,1.148437857627868652e+00
1.264900030153077948e+00,1.341814756393432617e+00
