1.000000000000000056e-01  5.000000000000000278e-02  2.512126162873904889e+02  1.037453949820085697e+01  -1.040103664108837656e+01  1.559653214562094714e+00  4.877934427085970803e+00  4.668382307849865498e+01  2.323687438964843750e+02  1.174568176269531250e+01  1.005191802978515625e+01  9.807646870613098145e-01  -2.432361841201782227e-01  3.291720867156982422e+00
1.000000000000000056e-01  1.000000000000000056e-01  2.688550050387105443e+02  1.288704733577745998e+01  2.240748583075367861e+01  1.150361888023015977e+00  1.070306549008426700e+00  6.174292663511670831e+00  2.253801422119140625e+02  1.121064949035644531e+01  1.824293899536132812e+01  9.160620570182800293e-01  -2.682580053806304932e-02  1.469428062438964844e+00
1.000000000000000056e-01  1.500000000000000222e-01  2.244510834711863936e+02  1.234707739962792594e+01  2.278129387596589339e+01  1.044556896221930264e+00  1.112199106675006544e+00  6.881076544020833019e+00  2.079567413330078125e+02  1.030140686035156250e+01  1.656443214416503906e+01  9.489087462425231934e-01  -5.334218591451644897e-02  2.834338188171386719e+00
1.000000000000000056e-01  2.000000000000000111e-01  1.598534156577456713e+02  1.062698087717460638e+01  1.384570474385300720e+01  1.067048566533809417e+00  1.014768147984131508e+00  3.707106827836641916e+00  1.599753112792968750e+02  9.639635086059570312e+00  1.360420322418212891e+01  1.034902930259704590e+00  7.408708333969116211e-02  5.529918670654296875e+00
1.000000000000000056e-01  2.500000000000000000e-01  1.474854213290751375e+02  7.864632673418241460e+00  1.351979105907044953e+00  9.162908563608149759e-01  4.467583368881455352e-01  1.851601118349633701e+00  1.426760559082031250e+02  7.343958854675292969e+00  5.754191398620605469e+00  1.012950301170349121e+00  -2.139533311128616333e-01  1.017724990844726562e+00
1.000000000000000056e-01  3.000000000000000444e-01  1.496190475504140238e+02  8.891069717729628508e+00  -6.121206249977008795e+00  1.072448506802604618e+00  -6.586092517723522721e-02  1.714772134206571375e+00  1.416414184570312500e+02  9.343535423278808594e+00  -6.940387725830078125e+00  1.048237323760986328e+00  3.035736083984375000e-01  2.715293407440185547e+00
1.000000000000000056e-01  3.500000000000000333e-01  1.403131532506417045e+02  1.177198842814863688e+01  -1.412852537717908419e+01  1.707951864169496847e+00  -1.178934438163567799e+00  2.416421301598920657e+00  1.354238433837890625e+02  1.227824020385742188e+01  -1.870449829101562500e+01  1.016011834144592285e+00  9.115869551897048950e-02  3.092049360275268555e+00
1.000000000000000056e-01  4.000000000000000222e-01  1.495163018016250760e+02  1.372980898722924792e+01  -2.431545254986407301e+01  1.989346473270350080e+00  -2.516109204367415142e+00  5.042799289705792276e+00  1.609260253906250000e+02  1.303808593750000000e+01  -2.090929412841796875e+01  8.851820826530456543e-01  -6.434747576713562012e-02  7.437954425811767578e+00
1.000000000000000056e-01  4.500000000000000111e-01  1.757674202823834833e+02  1.228213358658041088e+01  -3.212049498370426193e+01  1.328139869882095869e+00  -2.699691333397513215e+00  9.931713254118873735e+00  1.794344940185546875e+02  1.005340003967285156e+01  -2.821835136413574219e+01  7.951059937477111816e-01  -4.972569644451141357e-02  6.712680339813232422e+00
1.000000000000000056e-01  5.000000000000000000e-01  1.872337085126277429e+02  7.960249175958729495e+00  -3.675298061362929758e+01  6.204757047823892258e-01  -2.432616955757856747e+00  2.682344559739322065e+01  1.828109436035156250e+02  6.476630210876464844e+00  -3.511300659179687500e+01  1.034694194793701172e+00  1.634050458669662476e-01  2.612411975860595703e+00
1.000000000000000056e-01  5.500000000000000444e-01  1.956543311054748244e+02  4.795610204848506086e+00  -2.101002489706121779e+01  4.387185954388547193e-01  3.970603574706721428e-01  2.070939924578205549e+01  2.026873779296875000e+02  4.519502639770507812e+00  -1.476118755340576172e+01  9.835897088050842285e-01  9.209709614515304565e-02  2.083041667938232422e-01
1.000000000000000056e-01  6.000000000000000888e-01  2.016332806939712441e+02  7.544219409873382354e+00  1.835262580685420142e+00  7.192709179015153165e-01  6.514385432716958135e-01  5.671809919481473727e+00  1.797452392578125000e+02  8.843856811523437500e+00  -1.063201665878295898e+00  1.009471774101257324e+00  -9.912477433681488037e-02  8.150453567504882812e+00
1.000000000000000056e-01  6.500000000000000222e-01  1.809943071833768045e+02  1.295015589449207738e+01  1.065738808466849541e+01  1.489668982170156752e+00  7.428900252014246641e-01  2.542512531971155898e+00  1.639302368164062500e+02  1.249707698822021484e+01  1.321940803527832031e+01  9.305694103240966797e-01  -3.210420012474060059e-01  3.506440162658691406e+00
1.000000000000000056e-01  7.000000000000000666e-01  1.976827258455725769e+02  5.593626914575903442e+00  2.658120469948446640e+01  5.905121503454796583e-01  -8.326569087142934311e-01  5.499989511753469174e+01  2.163611145019531250e+02  7.836894512176513672e+00  6.512299537658691406e+00  1.025034666061401367e+00  3.672502636909484863e-01  2.586226463317871094e-01
1.000000000000000056e-01  7.500000000000000000e-01  1.766342482250338151e+02  1.054519813753682200e+01  1.577395800583746599e+01  1.074409028666685417e+00  1.568632929644619756e+00  1.259471822401482477e+01  2.083081970214843750e+02  9.469799041748046875e+00  1.164079189300537109e+01  9.900889992713928223e-01  6.521761417388916016e-02  1.906192779541015625e+00
